Application Date,Permit Status,Permit Type,Event Category,Event Sub-Category,Name of Event,Year-Month-App.,Event Start Date,Event End Date,Event Location - Park,Event Location - Neighborhood,Council District,Precinct,Organization,Attendance
,Complete,Valet Parking,,,Parlor Live (7.31-8.2),S14JY383,07/31/2014 12:00:00 AM,08/02/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,100
,Cancelled,Valet Parking,,,Parlor Live (7.24-7.26),S14JY385,07/24/2014 12:00:00 AM,07/26/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,100
,Complete,Special Event,Commercial,,Fado Annual St. Patrick's Day,S14MR015,03/17/2014 12:00:00 AM,03/17/2014 12:00:00 AM,,Downtown,,,Fado Irish Pub,795
,Complete,Special Event,Athletic,Run/Walk,St. Patrick's Day Dash,S14MR020,03/16/2014 12:00:00 AM,03/16/2014 12:00:00 AM,,Multiple Neighborhoods,,,Detlef Schrempf Foundation,12200
,Complete,Special Event,Commercial,,"National Geographic Live! Student Matinee (3/10, 3/11)",S14MR024,03/10/2014 12:00:00 AM,03/11/2014 12:00:00 AM,,Downtown,,,Benaroya Hall,2540
,Complete,Special Event,Commercial,,National Geographic Live! Student Matinee (3/25),S14MR025,03/25/2014 12:00:00 AM,03/25/2014 12:00:00 AM,,Downtown,,,Benaroya Hall,1200
,Complete,Special Event,Athletic,Run/Walk,Hot Chocolate 15K/5K,S14MR046,03/02/2014 12:00:00 AM,03/02/2014 12:00:00 AM,Seattle Center,Queen Anne,,,RAM Racing,7100
,Complete,Special Event,Community,,Green Stripe,S14MR048,03/14/2014 12:00:00 AM,03/14/2014 12:00:00 AM,,Downtown,,,Irish Heritage Club,140
,Complete,Special Event,Community,,St. Patrick's Day Parade,S14MR049,03/15/2014 12:00:00 AM,03/15/2014 12:00:00 AM,,Downtown,,,Irish Heritage Club,4700
,Complete,Special Event,Commercial,,Kells Irish Restaurant 31st Annual St. Patrick's Day Festival,S14MR070,03/14/2014 12:00:00 AM,03/17/2014 12:00:00 AM,,Downtown,,,Kells Irish Restaurant & Bar,300
,Complete,Special Event,Commercial,,SPU High School Campus Visit Day,S14MR071,03/20/2014 12:00:00 AM,03/20/2014 12:00:00 AM,,Queen Anne,,,Seattle Pacific University,900
,Complete,Special Event,Commercial,,We Day Seattle (Bus Drop Off),S14MR072,03/21/2014 12:00:00 AM,03/21/2014 12:00:00 AM,,Queen Anne,,,We Day Seattle (Bus Drop Off),15500
,Complete,Special Event,Community,,Bell Street Park Opening,S14MR073,04/12/2014 12:00:00 AM,04/12/2014 12:00:00 AM,Bell Street Park,Belltown,,,Seattle Parks and Recreation,195
,Complete,Special Event,Commercial,,Starbucks 2014 Annual Shareholders Meeting,S14MR074,03/19/2014 12:00:00 AM,03/19/2014 12:00:00 AM,,Queen Anne,,,Starbucks Coffee Company,2450
,Complete,Special Event,Commercial,,SPPLUS Event (3.14),S14MR084,03/14/2014 12:00:00 AM,03/14/2014 12:00:00 AM,,Queen Anne,,,SPPLUS,2540
,Cancelled,Special Event,Community,,Magnolia Springfest,S14MR091,03/14/2014 12:00:00 AM,03/14/2014 12:00:00 AM,,Magnolia,,,Magnolia Chamber of Commerce,270
,Complete,Special Event,Community,,Magnolia Little League Baseball and Softball Parade,S14MR100,03/29/2014 12:00:00 AM,03/29/2014 12:00:00 AM,Magnolia Park,Magnolia,,,Magnolia Little League,2100
,Complete,Special Event,Athletic,Water,UW Class Day Regatta,S14MR102,03/29/2014 12:00:00 AM,03/29/2014 12:00:00 AM,,University District,,,UW Rowing,650
,Cancelled,Valet Parking,,,Aston Manor (3/1),S14MR108,03/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Cancelled,Valet Parking,,,Aston Manor (3/7),S14MR109,03/07/2014 12:00:00 AM,03/07/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Cancelled,Valet Parking,,,Aston Manor (3/8),S14MR110,03/08/2014 12:00:00 AM,03/08/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,70
,Complete,Valet Parking,,,Fremont Studios,S14MR113,03/05/2014 12:00:00 AM,03/05/2014 12:00:00 AM,,Fremont,,,Red Carpet Valet,200
,Complete,Special Event,Free Speech,,International Women's Day March and Rally,S14MR115,03/08/2014 12:00:00 AM,03/08/2014 12:00:00 AM,Hing Hay Park,International District,,,Pinay sa Seattle,550
,Cancelled,Special Event,Free Speech,,Vital Voices Mentoring Walk,S14MR116,03/08/2014 12:00:00 AM,03/08/2014 12:00:00 AM,,Belltown,,,Vial Voices Northwest,140
,Complete,Special Event,Commercial,,Bartell Drugs Grand Opening Ballard,S14MR117,03/15/2014 12:00:00 AM,03/15/2014 12:00:00 AM,,Ballard,,,Bartell Drug Company,250
,Complete,Valet Parking,,,Pacific Medical Centers,S14MR118,03/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,,South Lake Union,,,Four Park Avenue,180
,Complete,Special Event,Community,,Rev Dr. Samuel McKinney Street Unveiling Ceremony,S14MR121,03/02/2014 12:00:00 AM,03/02/2014 12:00:00 AM,,Central District,,,Seattle City Council,359
,Complete,Special Event,Commercial,,Seattle Symphony Friday Matinees Concert,S14MR129,03/14/2014 12:00:00 AM,03/14/2014 12:00:00 AM,,Downtown,,,Seattle Symphony,425
,Complete,Special Event,Free Speech,,55th Tibetan National Uprising Day,S14MR130,03/10/2014 12:00:00 AM,03/10/2014 12:00:00 AM,,Downtown,,,Tibetan Youth Congress,150
,Complete,Valet Parking,,,Fare Start,S14MR137,03/18/2014 12:00:00 AM,03/18/2014 12:00:00 AM,,South Lake Union,,,Red Carpet Valet,80
,Complete,Valet Parking,,,Sitka and Spruce,S14MR138,03/23/2014 12:00:00 AM,03/23/2014 12:00:00 AM,,Capitol Hill,,,Red Carpet Valet,40
,Complete,Valet Parking,,,The Garage,S14MR139,03/20/2014 12:00:00 AM,03/20/2014 12:00:00 AM,,Capitol Hill,,,Red Carpet Valet,60
,Complete,Special Event,Community,,Sounders FC March to the Match (3.8),S14MR144,03/08/2014 12:00:00 AM,03/08/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,315
,Cancelled,Special Event,Community,,Seattle and King County Community Health and Safety Fair,S14MR147,03/08/2014 12:00:00 AM,03/08/2014 12:00:00 AM,,International District,,,Seattle Parks and Recreation,300
,Complete,Special Event,Free Speech,,March for $15 on March 15,S14MR148,03/15/2014 12:00:00 AM,03/15/2014 12:00:00 AM,Occidental Park,Central District,,,15 Now,1050
,Complete,Valet Parking,,,Starbucks Meeting,S14MR149,03/19/2014 12:00:00 AM,03/19/2014 12:00:00 AM,,Sodo,,,Butler Valet,200
,Complete,Valet Parking,,,Graham and Dunn,S14MR150,03/13/2014 12:00:00 AM,03/13/2014 12:00:00 AM,,Downtown,,,Butler Valet,200
,Complete,Valet Parking,,,Pacific NW Ballet - Director's Choice,S14MR151,03/14/2014 12:00:00 AM,03/14/2014 12:00:00 AM,,Queen Anne,,,Four Park Avenue,120
,Complete,Special Event,Community,,Sounders FC March to the Match (3.15),S14MR152,03/15/2014 12:00:00 AM,03/15/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,
,Complete,Valet Parking,,,Seattle Repertory Theatre,S14MR154,03/19/2014 12:00:00 AM,03/19/2014 12:00:00 AM,,Queen Anne,,,Four Park Avenue,30
,Complete,Special Event,Athletic,Run/Walk,Schulte Memorial Walk and Rally,S14MR155,03/25/2014 12:00:00 AM,03/25/2014 12:00:00 AM,,Wedgwood,,,Wedgwood Community Council,250
,Complete,Special Event,Community,,Sounders FC March to the Match (3/29),S14MR169,03/29/2014 12:00:00 AM,03/29/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,315
,Complete,Special Event,Athletic,Run/Walk,Emerald City Run,S14MY010,05/25/2014 12:00:00 AM,05/25/2014 12:00:00 AM,Gas Works Park,Multiple Neighborhoods,,,Total Health Event,850
,Complete,Special Event,Athletic,Run/Walk,Color Run,S14MY021,05/11/2014 12:00:00 AM,05/11/2014 12:00:00 AM,,Multiple Neighborhoods,,,The Color Run,10500
,Complete,Special Event,Commercial,,"National Geographic Live! Student Matinee (5/6, 5/7)",S14MY027,05/06/2014 12:00:00 AM,05/07/2014 12:00:00 AM,,Downtown,,,Benaroya Hall,2540
,Cancelled,Special Event,Athletic,Run/Walk,Girls on the Run 5K,S14MY029,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,Magnuson Park,Sand Point,,,Run for Good Racing Co.,1600
,Complete,Special Event,Athletic,Run/Walk,Fiesta 5K Ole & Taco Truck Challenge,S14MY045,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,Cal Anderson Park,Capitol Hill,,,Fizz Events,5500
,Complete,Special Event,Commercial,,Cinco de Mayo (Tacos Guaymas at Green Lake),S14MY080,05/05/2014 12:00:00 AM,05/05/2014 12:00:00 AM,,Green Lake,,,Tacos Guaymas,840
,Complete,Special Event,Free Speech,,Cannabis Freedom March/Rally,S14MY082,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,Westlake Park,Capitol Hill,,,Cannabis Defense Coaltion,530
,Complete,Special Event,Community,,Northwest Folklife Festival and Staging,S14MY088,05/20/2014 12:00:00 AM,05/28/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Northwest Folklife,1000
,Complete,Special Event,Athletic,Run/Walk,West Seattle 5K Run/Walk,S14MY089,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,Alki Beach,West Seattle,,,West Seattle High School PTSA,1600
,Complete,Special Event,Community,,Alki Summer Streets Party,S14MY090,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,Alki Beach,West Seattle,,,SDOT,1525
,Complete,Special Event,Community,,Bike to Work and Summer Streets Party,S14MY094,05/29/2014 12:00:00 AM,05/29/2014 12:00:00 AM,OTHER,Ballard,,,SDOT,825
,Complete,Special Event,Community,,Mobile Food Rodeo,S14MY098,05/03/2014 12:00:00 AM,05/04/2014 12:00:00 AM,,Fremont,,,Piranha Blonde,10260
,Complete,Special Event,Community,,West Seattle Bee Festival,S14MY119,05/04/2014 12:00:00 AM,05/04/2014 12:00:00 AM,,West Seattle,,,High Point Neighborhood Association,550
,Complete,Special Event,Community,,Madrona Mayfair,S14MY120,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,Madrona Park,Madrona,,,Madrona Mayfair,520
,Complete,Special Event,Community,,Opening Day of Boating Season Parade,S14MY122,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,OTHER,Montlake,,,Seattle Yacht Club,9050
,Complete,Special Event,Free Speech,,Celebration Birth of Buddha,S14MY123,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,Hing Hay Park,International District,,,Buddhist Cultural Center of the NW,900
,Complete,Special Event,Athletic,Run/Walk,March of Dimes - March for Babies,S14MY124,05/02/2014 12:00:00 AM,05/03/2014 12:00:00 AM,Seattle Center,Queen Anne,,,March of Dimes,4000
,Complete,Special Event,Athletic,Run/Walk,Fit for Life 5K and Run,S14MY133,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,Myrtle Edwards Park,Queen Anne,,,O-Fit Corporation,500
,Complete,Special Event,Commercial,,Seattle True Independent Film Festival Opening Night (STIFF),S14MY134,05/02/2014 12:00:00 AM,05/02/2014 12:00:00 AM,,University District,,,STIFF,315
,Complete,Valet Parking,,,Flying House,S14MY140,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,,Fremont,,,Red Carpet Valet,100
,Complete,Valet Parking,,,SIFF,S14MY141,05/15/2014 12:00:00 AM,05/15/2014 12:00:00 AM,,Queen Anne,,,Red Carpet Valet,250
,Complete,Valet Parking,,,Fred Hutchinson SoDo Park,S14MY142,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,,Sodo,,,Red Carpet Valet,150
,Complete,Valet Parking,,,Fremont Studios (5/3),S14MY143,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,,Fremont,,,Red Carpet Valet,100
,Complete,Special Event,Free Speech,,March Against Monsanto,S14MY153,05/24/2014 12:00:00 AM,05/24/2014 12:00:00 AM,Westlake Park,Downtown,,,March Against Monsanto,1015
,Complete,Special Event,Athletic,Run/Walk,Great Strides Seattle,S14MY156,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,Myrtle Edwards Park,Queen Anne,,,Cystic Fibrosis Foundation,750
,Complete,Special Event,Athletic,Water,UW Opening Day Windermere Cup,S14MY158,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,,Montlake,,,UW Opening Day Windermere Cup,20000
,Complete,Special Event,Community,,Seattle's Norwegian 17th of May Parade,S14MY164,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,,Ballard,,,Seattle Norwegian 17th of May Committee,4500
,Complete,Special Event,Free Speech,,May 1st Rally and March,S14MY167,05/01/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Westlake Park,Downtown,,,El Comite,600
,Complete,Special Event,Community,,University District StreetFair,S14MY170,05/17/2014 12:00:00 AM,05/18/2014 12:00:00 AM,,University District,,,U District Partnership,50000
,Complete,Special Event,Community,,Pierogi Fest,S14MY177,05/10/2014 12:00:00 AM,05/10/2014 12:00:00 AM,,Capitol Hill,,,Polish Home Foundation,975
,Complete,Special Event,Community,,Mobile Food Rodeo (Chinatown-ID),S14MY178,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,,International District,,,Piranha Blonde,5130
,Complete,Special Event,Community,,Homeless Veteran's Day,S14MY180,05/26/2014 12:00:00 AM,05/26/2014 12:00:00 AM,,Pioneer Square,,,Bread of Life Mission,2500
,Cancelled,Special Event,Community,,Greek Week Block Party,S14MY184,05/12/2014 12:00:00 AM,05/12/2014 12:00:00 AM,,University District,,,Greek Week Block Party,3050
,Complete,Special Event,Community,,Greek Olympics,S14MY192,05/20/2014 12:00:00 AM,05/20/2014 12:00:00 AM,,University District,,,UW Panhellenic and IFC,525
,Complete,Special Event,Athletic,Run/Walk,Nordstrom Beat the Bridge 8K Run and Walk,S14MY194,05/18/2014 12:00:00 AM,05/18/2014 12:00:00 AM,,Downtown,,,Nordstrom,11000
,Complete,Special Event,Commercial,,A Night at the 5th Gala,S14MY213,05/31/2014 12:00:00 AM,05/31/2014 12:00:00 AM,,Downtown,,,5th Avenue Theatre,550
,Complete,Special Event,Free Speech,,Prayer Walk for Our Hood,S14MY225,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,,Central District,,,N/A,200
,Complete,Special Event,Community,,Cornish College of the Arts BFA Expo 2014,S14MY226,05/09/2014 12:00:00 AM,05/09/2014 12:00:00 AM,,South Lake Union,,,Cornish College of the Arts,400
,Complete,Special Event,Commercial,,SIFF Promo Vehicle,S14MY227,05/23/2014 12:00:00 AM,05/24/2014 12:00:00 AM,,Queen Anne,,,BeCore,1500
,Complete,Special Event,Community,,Sounders FC March to the Match (5/3),S14MY228,05/03/2014 12:00:00 AM,05/03/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Sounders FC,405
,Complete,Special Event,Free Speech,,Oromo Community Protest Rally to Denounce Killing of Oromo Students by Ethipoian Government,S14MY235,05/07/2014 12:00:00 AM,05/07/2014 12:00:00 AM,,Downtown,,,Oromo Community of Seattle,400
,Complete,Special Event,Community,,Sounders FC March to the Match (5/7),S14MY236,05/07/2014 12:00:00 AM,05/07/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,305
,Complete,Valet Parking,,,Seattle Public Library - 10th Anniversary,S14MY238,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,,Downtown,,,Butler Valet,400
,Complete,Valet Parking,,,Chihuly Boat House (5/31),S14MY241,05/31/2014 12:00:00 AM,05/31/2014 12:00:00 AM,,Wallingford,,,SPPLUS,300
,Complete,Valet Parking,,,Central Co Op,S14MY245,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,,Capitol Hill,,,Red Carpet Valet,500
,Complete,Special Event,Community,,Sounders FC March to the Match (5/17),S14MY247,05/17/2014 12:00:00 AM,05/17/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Sounders FC,705
,Complete,Special Event,Commercial,,Holy Names Academy Graduation,S14MY248,05/25/2014 12:00:00 AM,05/25/2014 12:00:00 AM,,Downtown,,,Downtown,170
,Complete,Special Event,Free Speech,,Vietnamese Community Protests Against China Infringing on Vietnam's Water Territory,S14MY249,05/24/2014 12:00:00 AM,05/24/2014 12:00:00 AM,Seattle Center,Lower Queen Anne,,,Vietnamese American Community of Seattle & Sno-King Counties,490
,Complete,Special Event,Community,,Sounders FC March to the Match (5/31),S14MY257,05/31/2014 12:00:00 AM,05/31/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,705
,Complete,Special Event,Athletic,Run/Walk,PurpleStride Puget Sound 2014,S14NO165,11/02/2014 12:00:00 AM,11/02/2014 12:00:00 AM,Magnuson Park,Sand Point,,,Pancreatic Cancer Action Network,2400
,Complete,Special Event,Athletic,Run/Walk,Seattle Children's Kids Marathon 2014,S14NO296,11/29/2014 12:00:00 AM,11/29/2014 12:00:00 AM,,Queen Anne,,,Seattle Marathon Association,3800
,Complete,Special Event,Athletic,Run/Walk,2014   Race,S14NO297,11/29/2014 12:00:00 AM,11/29/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Seattle Marathon Association,1360
,Complete,Special Event,Athletic,Run/Walk,Amica Insurance Seattle Marathon 2014,S14NO298,11/30/2014 12:00:00 AM,11/30/2014 12:00:00 AM,Seattle Center,Queen Anne,,,Seattle Marathon Association,14000
,Complete,Special Event,Commercial,,Northwest School Middle School Open House,S14NO332,11/16/2014 12:00:00 AM,11/16/2014 12:00:00 AM,,Capitol Hill,,,The Northwest School,760
,Complete,Special Event,Athletic,Water,Head of the Lake (HOTL) rowing regatta,S14NO348,11/02/2014 12:00:00 AM,11/02/2014 12:00:00 AM,,Fremont,,,Lake Washington Rowing Club,1700
,Complete,Special Event,Citywide,,My Macy's Holiday Parade,S14NO387,11/28/2014 12:00:00 AM,11/28/2014 12:00:00 AM,,Downtown,,,Macy's Inc.,23000
,Complete,Special Event,Athletic,Run/Walk,Seattle Turkey Trot,S14NO388,11/27/2014 12:00:00 AM,11/27/2014 12:00:00 AM,Golden Gardens Park,Ballard,,,Ballard Food Bank,3100
,Complete,Special Event,Commercial,,Macy's Starlighting & Fireworks,S14NO394,11/28/2014 12:00:00 AM,11/28/2014 12:00:00 AM,,Downtown,,,Macy's Inc.,0
,Complete,Special Event,Commercial,,CBS Radio Tailgate (11.2),S14NO401,11/02/2014 12:00:00 AM,11/02/2014 12:00:00 AM,,Pioneer Square,,,CBS Seattle,770
,Complete,Special Event,Commercial,,CBS Radio Tailgate (11.9),S14NO402,11/09/2014 12:00:00 AM,11/09/2014 12:00:00 AM,,Pioneer Square,,,CBS Seattle,770
,Complete,Special Event,Commercial,,CBS Radio Tailgate (11.23),S14NO403,11/23/2014 12:00:00 AM,11/23/2014 12:00:00 AM,,Pioneer Square,,,CBS Seattle,770
,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally 11.07,S14NO421,11/07/2014 12:00:00 AM,11/07/2014 12:00:00 AM,,University District,,,University of Washington Husky Marching Band,240
,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally 11.21,S14NO422,11/21/2014 12:00:00 AM,11/21/2014 12:00:00 AM,,University District,,,University of Washington Husky Marching Band,240
,Complete,Special Event,Athletic,Run/Walk,Mustache Dache,S14NO438,11/08/2014 12:00:00 AM,11/08/2014 12:00:00 AM,Magnuson Park,Sand Point,,,"Fizz Events, LLC",2100
,Complete,Special Event,Community,,26th Annual  Tree Lighting Celebration (Westlake Tree Lighting),S14NO442,11/28/2014 12:00:00 AM,11/28/2014 12:00:00 AM,,Downtown,,,General Growth Properties/Westlake Center,26100
,Complete,Special Event,Community,,Magnolia Village Fall Fest,S14NO444,11/21/2014 12:00:00 AM,11/21/2014 12:00:00 AM,,Magnolia,,,Magnolia Chamber of Commerce,855
,Complete,Special Event,Athletic,Run/Walk,Green Lake Gobble,S14NO445,11/23/2014 12:00:00 AM,11/23/2014 12:00:00 AM,Greenlake Park,Green Lake,,,"Pro-Motion Events, Inc.",1800
,Complete,Special Event,Community,,Cornish College Centennial Celebration Street Party,S14NO450,11/06/2014 12:00:00 AM,11/06/2014 12:00:00 AM,,Capitol Hill,,,Cornish College of the Arts,200
,Complete,Special Event,Community,,Ballard for the Holidays,S14NO451,11/29/2014 12:00:00 AM,11/29/2014 12:00:00 AM,,Ballard,,,Ballard Chamber of Commerce,270
,Cancelled,Special Event,Commercial,,The Locals Pro Sale,S14NO454,11/06/2014 12:00:00 AM,11/07/2014 12:00:00 AM,OTHER,University District,,,The Locals Pro Sale,520
,Complete,Special Event,Community,,Sounders FC March to the Match (11/10),S14NO455,11/10/2014 12:00:00 AM,11/10/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,705
,Complete,Special Event,Commercial,,Seattle Symphony Open Rehearsal,S14NO458,11/18/2014 12:00:00 AM,11/18/2014 12:00:00 AM,,Downtown,,,Seattle Symphony,850
,Complete,Valet Parking,,,Red Carpet Valet - Chihuly Boat House,S14NO460,11/07/2014 12:00:00 AM,11/07/2014 12:00:00 AM,,Wallingford,,,Red Carpet Valet,125
,Complete,Valet Parking,,,Red Carpet Valet - Central Co-op,S14NO461,11/23/2014 12:00:00 AM,11/26/2014 12:00:00 AM,,Central District,,,Red Carpet Valet,100
,Cancelled,Valet Parking,,,Sole Repair,S14NO463,11/16/2014 12:00:00 AM,11/16/2014 12:00:00 AM,,Capitol Hill,,,Red Carpet Valet,50
,Complete,Special Event,Community,,Sounders FC March to the Match (11/30),S14NO465,11/30/2014 12:00:00 AM,11/30/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,705
,Complete,Special Event,Athletic,Run/Walk,Making Strides Against Breast Cancer of Puget Sound,S14OC190,10/18/2014 12:00:00 AM,10/18/2014 12:00:00 AM,Seattle Center,Downtown,,,American Cancer Society,3200
,Complete,Special Event,Athletic,Water,Tail of the Lake Regatta,S14OC294,10/05/2014 12:00:00 AM,10/05/2014 12:00:00 AM,Gas Works Park,South Lake Union,,,Holy Names Academy Crew,950
,Complete,Special Event,Athletic,Run/Walk,Puget Sound Heart and Stroke Walk,S14OC295,10/11/2014 12:00:00 AM,10/11/2014 12:00:00 AM,,Queen Anne,,,American Heart Association,6200
,Complete,Special Event,Commercial,,Northwest School Upper School Open House,S14OC331,10/19/2014 12:00:00 AM,10/19/2014 12:00:00 AM,,Capitol Hill,,,The Northwest School,550
,Complete,Special Event,Community,,Bruce Lee Exhibit Public Opening,S14OC340,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,,International District,,,Wing Luke Musuem,515
,Complete,Special Event,Athletic,Water,CFF4-Miller (Rowing Regatta),S14OC352,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,,South Lake Union,,,Seattle Pacific University Crew,450
,Cancelled,Special Event,Community,,Bruce Lee Exhibit Public Opening [Duplicate],S14OC364,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,,International District,,,Wing Luke Museum,515
,Complete,Special Event,Community,,Double Tenth Parade & Flag Raising Celebration 2014,S14OC381,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,Hing Hay Park,International District,,,Chong Wa Benevolent Association,350
,Complete,Special Event,Commercial,,Great Pumpkin Beer Festival 2014,S14OC382,10/03/2014 12:00:00 AM,10/04/2014 12:00:00 AM,,Georgetown,,,"Elysian Brewing Company, Inc.",3000
,Complete,Special Event,Commercial,,Starbucks Leadership Experience - Pike Place Market Welcome Event 2014,S14OC390,10/13/2014 12:00:00 AM,10/13/2014 12:00:00 AM,,Downtown,,,Market Foundation,2250
,Complete,Special Event,Community,,Trolloween 2014,S14OC392,10/31/2014 12:00:00 AM,10/31/2014 12:00:00 AM,,Fremont,,,Fremont Arts Council,350
,Complete,Special Event,Community,,SeaCompression,S14OC398,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,,Mount Baker,,,Ignition Northwest,2650
,Complete,Special Event,Commercial,,CBS Radio Tailgate (10.12),S14OC400,10/12/2014 12:00:00 AM,10/12/2014 12:00:00 AM,,Pioneer Square,,,CBS Seattle,770
,Complete,Special Event,Community,,Seattle Greek Festival,S14OC415,10/10/2014 12:00:00 AM,10/12/2014 12:00:00 AM,,Capitol Hill,,,St Demetrios Greek Orthodox Church,4500
,Complete,Special Event,Athletic,Run/Walk,Magnolia Run the Bluff,S14OC416,10/05/2014 12:00:00 AM,10/05/2014 12:00:00 AM,,Magnolia,,,"Pro-Motion Events, Inc.",999
,Complete,Special Event,Community,,UW Husky Marching Band Pre-Game Rally 10.24,S14OC420,10/24/2014 12:00:00 AM,10/24/2014 12:00:00 AM,,University District,,,University of Washington Husky Marching Band,240
,Complete,Special Event,Community,,Magnolia Village Halloween Trick or Treat,S14OC423,10/31/2014 12:00:00 AM,10/31/2014 12:00:00 AM,,Magnolia,,,Magnolia Chamber of Commerce,955
,Complete,Special Event,Athletic,Run/Walk,Dawg Dash,S14OC428,10/19/2014 12:00:00 AM,10/19/2014 12:00:00 AM,Gas Works Park,University District,,,"Pro-Motion Events, Inc.",3250
,Complete,Special Event,Commercial,,Seattle Symphony:  Open Rehearsal,S14OC430,10/22/2014 12:00:00 AM,10/22/2014 12:00:00 AM,,Downtown,,,Seattle Symphony,550
,Complete,Valet Parking,,,Red Carpet Valet - Fremont Foundry,S14OC436,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,,Ballard,,,Red Carpet Valet,300
,Complete,Special Event,Community,,West Seattle Harvest Fest,S14OC437,10/26/2014 12:00:00 AM,10/26/2014 12:00:00 AM,,West Seattle,,,West Seattle Junction Association,800
,Cancelled,Valet Parking,,,Red Carpet Valet - Axis,S14OC439,10/04/2014 12:00:00 AM,10/04/2014 12:00:00 AM,,Pioneer Square,,,Red Carpet Valet,100
,Complete,Special Event,Free Speech,,Faith March to the Ballot Box to Support Yes on I-594,S14OC440,10/19/2014 12:00:00 AM,10/19/2014 12:00:00 AM,,Capitol Hill,,,Jewish Federation of Greater Seattle,810
,Cancelled,Special Event,Community,,RBHS Community Homecoming Parade  2014,S14OC443,10/10/2014 12:00:00 AM,10/10/2014 12:00:00 AM,,Seward Park,,,Rainier Beach High School,300
,Complete,Special Event,Community,,Sounders FC March to the Match (10/10),S14OC446,10/10/2014 12:00:00 AM,10/10/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,505
,Complete,Special Event,Community,,Sounders FC March to the Match (10/25),S14OC447,10/25/2014 12:00:00 AM,10/25/2014 12:00:00 AM,Occidental Park,Pioneer Square,,,Seattle Sounders FC,505
,Complete,Valet Parking,,,Red Carpet Valet - Palace Ballroom,S14OC448,10/23/2014 12:00:00 AM,10/23/2014 12:00:00 AM,,Downtown,,,Red Carpet Valet,60
,Complete,Special Event,Free Speech,,National Day of Protest to Stop Police Brutality,S14OC452,10/22/2014 12:00:00 AM,10/22/2014 12:00:00 AM,,Capitol Hill,,,October 22 Coalition,100
,Complete,Special Event,Community,,Boo Bash at the Beach,S14OC456,10/31/2014 12:00:00 AM,10/31/2014 12:00:00 AM,,Rainier Valley,,,Seattle Tool Library,2000
,Complete,Special Event,Community,,Concerts at the Belltown ArtWalk (9.12),S14SE208,09/12/2014 12:00:00 AM,09/12/2014 12:00:00 AM,Bell Street Park,Belltown,,,Metropolitan Improvement District,215
,Complete,Special Event,Athletic,Water,Seattle Row For The Cure,S14SE271,09/21/2014 12:00:00 AM,09/21/2014 12:00:00 AM,,Fremont,,,George Pocock Rowing Foundation,750
